date_time,nmbr_pests,change_pests,user_rvwd,event
04.26.2019 13:56:00,7,7,Yes,lorem ipsum impressive latin space filler
04.26.2019 14:56:00,7,0,Yes,
04.26.2019 15:57:00,7,0,Yes,
04.26.2019 16:56:00,7,0,Yes,
04.26.2019 17:57:00,7,0,Yes,
04.26.2019 18:57:00,7,0,Yes,
04.26.2019 19:58:00,7,0,Yes,
04.26.2019 20:58:00,7,0,Yes,
04.26.2019 21:58:00,7,0,Yes,
04.26.2019 22:58:00,7,0,Yes,
04.26.2019 23:58:00,7,0,Yes,
04.27.2019 00:59:00,7,0,Yes,
04.27.2019 01:59:00,7,0,Yes,
04.27.2019 02:59:00,7,0,Yes,
04.27.2019 03:59:00,7,0,Yes,
04.27.2019 04:59:00,7,0,Yes,
04.27.2019 05:59:00,7,0,Yes,
04.27.2019 06:59:00,7,0,Yes,
04.27.2019 08:00:00,7,0,Yes,
04.27.2019 09:00:00,7,0,Yes,
04.27.2019 10:10:00,7,0,Yes,
04.27.2019 11:00:00,7,0,Yes,
04.27.2019 12:00:00,7,0,Yes,
04.27.2019 12:55:00,7,0,Yes,
04.27.2019 13:56:00,7,0,Yes,
04.27.2019 14:56:00,7,0,Yes,
04.27.2019 15:57:00,7,0,Yes,
04.27.2019 16:56:00,7,0,Yes,
04.27.2019 17:57:00,7,0,Yes,
04.27.2019 18:57:00,7,0,Yes,
04.27.2019 19:57:00,7,0,Yes,
04.27.2019 20:57:00,7,0,Yes,
04.27.2019 21:57:00,7,0,Yes,
04.27.2019 22:58:00,7,0,Yes,
04.27.2019 23:58:00,7,0,Yes,
04.28.2019 00:58:00,7,0,Yes,
04.28.2019 01:58:00,7,0,Yes,
04.28.2019 02:58:00,7,0,Yes,
04.28.2019 03:59:00,7,0,Yes,
04.28.2019 04:59:00,7,0,Yes,
04.28.2019 05:59:00,7,0,Yes,
04.28.2019 06:59:00,7,0,Yes,
04.28.2019 07:59:00,7,0,Yes,
04.28.2019 09:00:00,7,0,Yes,
04.28.2019 10:00:00,7,0,Yes,
04.28.2019 11:00:00,7,0,Yes,
04.28.2019 12:00:00,7,0,Yes,
04.28.2019 13:01:00,7,0,Yes,
04.28.2019 13:56:00,7,0,Yes,
04.28.2019 14:56:00,7,0,Yes,
04.28.2019 15:56:00,7,0,Yes,
04.28.2019 16:57:00,7,0,Yes,
04.28.2019 17:56:00,7,0,Yes,
04.28.2019 18:56:00,7,0,Yes,
04.28.2019 19:57:00,7,0,Yes,
04.28.2019 20:58:00,7,0,Yes,
04.28.2019 21:57:00,7,0,Yes,
04.28.2019 22:57:00,7,0,Yes,
04.29.2019 00:08:00,7,0,Yes,
04.29.2019 00:58:00,7,0,Yes,
04.29.2019 01:58:00,7,0,Yes,
04.29.2019 02:58:00,7,0,Yes,
04.29.2019 03:58:00,7,0,Yes,
04.29.2019 04:59:00,7,0,Yes,
04.29.2019 05:59:00,7,0,Yes,
04.29.2019 07:10:00,7,0,Yes,
04.29.2019 07:59:00,7,0,Yes,
04.29.2019 09:00:00,7,0,Yes,
04.29.2019 09:59:00,7,0,Yes,
04.29.2019 11:00:00,7,0,Yes,
04.29.2019 12:00:00,7,0,Yes,
04.29.2019 13:00:00,7,0,Yes,
04.29.2019 14:04:00,7,0,Yes,
04.29.2019 14:56:00,7,0,Yes,
04.29.2019 15:56:00,7,0,Yes,
04.29.2019 17:06:00,7,0,Yes,
04.29.2019 17:56:00,7,0,Yes,
04.29.2019 18:56:00,7,0,Yes,
04.29.2019 19:57:00,7,0,Yes,
04.29.2019 20:57:00,7,0,Yes,
04.29.2019 21:57:00,7,0,Yes,
04.29.2019 22:57:00,7,0,Yes,
04.29.2019 23:57:00,7,0,Yes,
04.30.2019 00:58:00,7,0,Yes,
04.30.2019 01:58:00,7,0,Yes,
04.30.2019 02:58:00,7,0,Yes,
04.30.2019 03:58:00,7,0,Yes,
04.30.2019 03:58:01,0,0,No,Sticky roll tweak
04.30.2019 04:58:00,0,0,No,
04.30.2019 05:58:00,0,0,No,
04.30.2019 06:59:00,0,0,No,
04.30.2019 07:59:00,0,0,Yes,
04.30.2019 08:59:00,0,0,Yes,
04.30.2019 09:59:00,0,0,Yes,
04.30.2019 11:00:00,0,0,Yes,
04.30.2019 12:00:00,0,0,No,
04.30.2019 13:00:00,0,0,Yes,
04.30.2019 14:00:00,0,0,Yes,
04.30.2019 15:00:00,0,0,Yes,
04.30.2019 16:00:00,0,0,Yes,
04.30.2019 16:56:00,0,0,Yes,
04.30.2019 17:56:00,0,0,Yes,
04.30.2019 18:56:00,0,0,Yes,
04.30.2019 19:56:00,0,0,Yes,
04.30.2019 20:57:00,0,0,No,
04.30.2019 21:57:00,0,0,No,
04.30.2019 22:57:00,0,0,No,
04.30.2019 23:57:00,0,0,No,
05.01.2019 00:58:00,0,0,No,
05.01.2019 01:57:00,0,0,Yes,
05.01.2019 02:58:00,0,0,Yes,
05.01.2019 03:58:00,0,0,Yes,
05.01.2019 04:59:00,0,0,Yes,
05.01.2019 05:58:00,0,0,Yes,
05.01.2019 06:59:00,0,0,Yes,
05.01.2019 07:59:00,0,0,Yes,
05.01.2019 08:59:00,0,0,Yes,
05.01.2019 09:59:00,0,0,Yes,
05.01.2019 10:59:00,0,0,Yes,
05.01.2019 12:00:00,0,0,Yes,
05.01.2019 13:00:00,0,0,Yes,
05.01.2019 14:00:00,0,0,Yes,
05.01.2019 15:00:00,0,0,Yes,
05.01.2019 16:01:00,0,0,Yes,
05.01.2019 17:56:00,0,0,Yes,
05.01.2019 18:56:00,0,0,Yes,
05.01.2019 19:56:00,0,0,Yes,
05.01.2019 20:56:00,0,0,Yes,
05.01.2019 21:56:00,0,0,Yes,
05.01.2019 22:57:00,0,0,Yes,
